# e0bc707b-5987-498d-9d92-59a36068fb99
# da39a3ee5e6b4b0d3255bfef95601890afd80709
# s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2
1171.6656769; 448.4343847; 1013.4739583; -1.2304694; 0.0002689; 37.7647107; 4.0283148
1173.6651064; 450.3189392; 1014.1418827; -1.2298976; 0.0003006; 37.9773885; 3.9714182
1175.6645359; 452.2031150; 1014.8109366; -1.2292851; 0.0003121; 38.1859029; 3.9392785
1177.6639653; 454.0868691; 1015.4811626; -1.2286547; 0.0003154; 38.3916111; 3.9172639
1179.6633948; 455.9701855; 1016.1525707; -1.2280258; 0.0003129; 38.5950824; 3.8641209
1181.6628243; 457.8531015; 1016.8251607; -1.2274089; 0.0003041; 38.7947479; 3.8339275
1183.6622538; 459.7356040; 1017.4988933; -1.2268109; 0.0002933; 38.9918427; 3.8131371
1185.6616833; 461.6176972; 1018.1737246; -1.2262367; 0.0002810; 39.1868855; 3.7632488
1187.6611128; 463.4994291; 1018.8496194; -1.2256879; 0.0002678; 39.3784293; 3.7347214
1189.6605422; 465.3807947; 1019.5265204; -1.2251657; 0.0002546; 39.5676044; 3.7149904
1191.6599717; 467.2618019; 1020.2043742; -1.2246697; 0.0002416; 39.7548870; 3.6679836
1193.6594012; 469.1424988; 1020.8831431; -1.2241991; 0.0002291; 39.9389383; 3.6409197
1195.6588307; 471.0228807; 1021.5627723; -1.2237530; 0.0002173; 40.1207965; 3.6221331
1197.6582602; 472.9029536; 1022.2432138; -1.2233298; 0.0002060; 40.3009022; 3.5777235
1199.6576897; 474.7827631; 1022.9244363; -1.2229282; 0.0001957; 40.4780129; 3.5519648
1201.6571191; 476.6623021; 1023.6063933; -1.2225468; 0.0001861; 40.6530852; 3.5340345
1203.6565486; 478.5415738; 1024.2890445; -1.2221840; 0.0001770; 40.8265286; 3.4919887
1205.6559781; 480.4206209; 1024.9723675; -1.2218382; 0.0001689; 40.9971878; 3.4674032
1207.6554076; 482.2994334; 1025.6563238; -1.2215083; 0.0001614; 41.1659455; 3.4502552
1209.6548371; 484.1780114; 1026.3408813; -1.2211927; 0.0001544; 41.3331846; 3.4103735
1211.6542666; 486.0563954; 1027.0260256; -1.2208901; 0.0001483; 41.4978283; 3.3868470
1213.6536960; 487.9345719; 1027.7117254; -1.2205993; 0.0001428; 41.6606922; 3.3704178
1215.6531255; 489.8125395; 1028.3979567; -1.2203189; 0.0001378; 41.8221365; 3.3325293
1217.6525550; 491.6903363; 1029.0847127; -1.2200473; 0.0001339; 41.9811555; 3.3099901
1219.6519845; 493.5679387; 1029.7719684; -1.2197815; 0.0001332; 42.1385049; 3.2942400
1221.6514140; 495.4453462; 1030.4597201; -1.2195139; 0.0001336; 42.2945245; 3.2581865
1223.6508435; 497.3225787; 1031.1479729; -1.2192532; 0.0001271; 42.4482724; 3.2364535
1225.6502729; 499.1996328; 1031.8367020; -1.2190041; 0.0001231; 42.6004454; 3.2212803
1227.6497024; 501.0765379; 1032.5259008; -1.2187604; 0.0001209; 42.7513672; 3.1868864
1229.6491319; 502.9532576; 1033.2155473; -1.2185191; 0.0001205; 42.9001551; 3.1659868
1231.6485614; 504.8298140; 1033.9056470; -1.2182783; 0.0001207; 43.0474580; 3.1514010
1233.6479909; 506.7062181; 1034.5962049; -1.2180363; 0.0001215; 43.1935834; 3.1185379
1235.6474203; 508.5824367; 1035.2872126; -1.2177915; 0.0001234; 43.3377000; 3.0983945
1237.6468498; 510.4584879; 1035.9786845; -1.2175424; 0.0001261; 43.4804126; 3.0843343
1239.6462793; 512.3343793; 1036.6706350; -1.2172870; 0.0001296; 43.6220139; 3.0528614
1241.6457088; 514.2100731; 1037.3630654; -1.2170231; 0.0001344; 43.7617191; 3.0334294
1243.6451383; 516.0855838; 1038.0560012; -1.2167488; 0.0001403; 43.9000947; 3.0198542
1245.6445678; 517.9609154; 1038.7494690; -1.2164616; 0.0001472; 44.0374192; 2.9896467
1247.6439972; 519.8360236; 1039.4434826; -1.2161587; 0.0001558; 44.1729495; 2.9708809
1249.6434267; 521.7109186; 1040.1380816; -1.2158378; 0.0001657; 44.3072184; 2.9577499
1251.6428562; 523.5855996; 1040.8333080; -1.2154957; 0.0001768; 44.4404908; 2.9286874
1253.6422857; 525.4600145; 1041.5291903; -1.2151293; 0.0001898; 44.5720611; 2.9105410
1255.6417152; 527.3341684; 1042.2257854; -1.2147360; 0.0002041; 44.7024325; 2.8978129
1257.6411447; 529.2080552; 1042.9231519; -1.2143126; 0.0002196; 44.8318572; 2.8697800
1259.6405741; 531.0816139; 1043.6213340; -1.2138563; 0.0002368; 44.9596626; 2.8522111
1261.6400036; 532.9548451; 1044.3204045; -1.2133652; 0.0002548; 45.0863267; 2.8398504
1263.6394331; 534.8277391; 1045.0204364; -1.2128372; 0.0002733; 45.2120893; 2.8127561
1265.6388626; 536.7002267; 1045.7214830; -1.2122720; 0.0002921; 45.3363081; 2.7957543
1267.6382921; 538.5723083; 1046.4236241; -1.2116699; 0.0003099; 45.4594397; 2.7837556
1269.6377216; 540.4439758; 1047.1269331; -1.2110329; 0.0003268; 45.5817124; 2.7575877
1271.6371510; 542.3151577; 1047.8314533; -1.2103661; 0.0003403; 45.7025131; 2.7412250
1273.6365805; 544.1858642; 1048.5372469; -1.2096749; 0.0003494; 45.8222815; 2.7296522
1275.6360100; 546.0561017; 1049.2443564; -1.2089699; 0.0003546; 45.9412339; 2.7045417
1277.6354395; 547.9258090; 1049.9527758; -1.2082652; 0.0003502; 46.0587891; 2.6889826
1279.6348690; 549.7950256; 1050.6625037; -1.2075754; 0.0003361; 46.1753713; 2.6779595
1281.6342985; 551.6637926; 1051.3734978; -1.2069236; 0.0003137; 46.2911838; 2.6540708
1283.6337279; 553.5320827; 1052.0856423; -1.2063367; 0.0002734; 46.4056780; 2.6393374
1285.6331574; 555.3999912; 1052.7988066; -1.2058401; 0.0002175; 46.5192572; 2.6288188
1287.6325869; 557.2676191; 1053.5127934; -1.2054710; 0.0001487; 46.6321088; 2.6057279
1289.6320164; 559.1350028; 1054.2273100; -1.2052670; 0.0000553; 46.7437002; 2.5910730
1291.6314459; 561.0023180; 1054.9420322; -1.2052607; -0.0000557; 46.8544005; 2.5803086
1293.6308754; 562.8697401; 1055.6565559; -1.2054939; -0.0001802; 46.9643815; 2.5558637
1295.6303048; 564.7373883; 1056.3703834; -1.2059996; -0.0003257; 47.0730674; 1.9925959
1297.6297343; 566.6055136; 1057.0829969; -1.2068025; -0.0004813; 47.1576270; 1.4416506
1299.6291638; 568.4743426; 1057.7938186; -1.2079268; -0.0006439; 47.2187117; -0.0893648
1301.6285933; 570.3440542; 1058.5022188; -1.2093824; -0.0008121; 47.2149275; -1.4759457
1303.6280228; 572.2149372; 1059.2075916; -1.2111733; -0.0009790; 47.1523836; -2.6195475
1305.6274522; 574.0871976; 1059.9093011; -1.2132964; -0.0011396; 47.0411743; -4.8014426
1307.6268817; 575.9610116; 1060.6067531; -1.2156900; -0.0012546; 46.8366501; -6.2486156
1309.6263112; 577.8364467; 1061.2994546; -1.2183201; -0.0013811; 46.5691363; -7.3610384
1311.6257407; 579.7140241; 1061.9870610; -1.2212146; -0.0015128; 46.2520130; -9.1115323
1313.6251702; 581.5934192; 1062.6688980; -1.2243619; -0.0016355; 45.8564387; -9.8645856
1315.6245997; 583.4751403; 1063.3446349; -1.2277293; -0.0017167; 45.4242874; -10.3476058
1317.6240291; 585.3594466; 1064.0140096; -1.2312164; -0.0017675; 44.9665127; -10.6075776
1319.6234586; 587.2457183; 1064.6766038; -1.2347669; -0.0017843; 44.4923483; -10.6520752
1321.6228881; 589.1344530; 1065.3325098; -1.2383360; -0.0017756; 44.0110545; -10.6680185
1323.6223176; 591.0257601; 1065.9817956; -1.2418606; -0.0017470; 43.5237063; -10.8183793
1325.6217471; 592.9189467; 1066.6243607; -1.2452947; -0.0016885; 43.0238520; -10.8544704
1327.6211766; 594.8144193; 1067.2605740; -1.2486122; -0.0016300; 42.5164244; -10.8555259
1329.6206060; 596.7121910; 1067.8906842; -1.2518135; -0.0015743; 42.0028169; -10.9120073
1331.6200355; 598.6115702; 1068.5146762; -1.2549400; -0.0015534; 41.4801284; -10.8216568
1333.6194650; 600.5130215; 1069.1328037; -1.2580478; -0.0015731; 40.9551800; -10.7162078
1335.6188945; 602.4166464; 1069.7450199; -1.2612450; -0.0016293; 40.4286305; -10.5041528
1337.6183240; 604.3218665; 1070.3508466; -1.2646547; -0.0017817; 39.9057582; -10.2237189
1339.6177535; 606.2294078; 1070.9499255; -1.2684028; -0.0019970; 39.3901806; -9.9576121
1341.6171829; 608.1395916; 1071.5414566; -1.2726664; -0.0022694; 38.8814512; -9.3727915
1343.6166124; 610.0519694; 1072.1240959; -1.2775874; -0.0026534; 38.3964422; -8.9390071
1345.6160419; 611.9676631; 1072.6966504; -1.2832964; -0.0030774; 37.9281023; -8.5230035
1347.6154714; 613.8871071; 1073.2574760; -1.2899142; -0.0035413; 37.4761078; -7.7481088
1349.6149009; 615.8098649; 1073.8045064; -1.2974824; -0.0040299; 37.0604245; -7.3619739
1351.6143304; 617.7374561; 1074.3361587; -1.3060416; -0.0045498; 36.6610906; -6.9571006
1353.6137598; 619.6698743; 1074.8502601; -1.3157047; -0.0051170; 36.2796789; -6.4408963
1355.6131893; 621.6075625; 1075.3447770; -1.3262223; -0.0053893; 35.9229574; -6.2216816
1357.6126188; 623.5502312; 1075.8183205; -1.3372673; -0.0056579; 35.5749805; -5.9878212
1359.6120483; 625.4976429; 1076.2697470; -1.3488432; -0.0059230; 35.2368385; -5.7440770
1361.6114778; 627.4509333; 1076.6982254; -1.3609544; -0.0061900; 34.9093832; -5.5893426
1363.6109072; 629.4089394; 1077.1024059; -1.3735953; -0.0064526; 34.5877730; -5.4127725
1365.6103367; 631.3719248; 1077.4812821; -1.3867513; -0.0067085; 34.2734464; -5.1851764
1367.6097662; 633.3400785; 1077.8338591; -1.4003938; -0.0069328; 33.9696090; -5.0466584
1369.6091957; 635.3127514; 1078.1590929; -1.4144766; -0.0071684; 33.6712557; -4.8866037
1371.6086252; 637.2899661; 1078.4560217; -1.4290859; -0.0074464; 33.3798236; -4.7070357
1373.6080547; 639.2710353; 1078.7236108; -1.4439497; -0.0073720; 33.0966743; -4.6027206
1375.6074841; 641.2554955; 1078.9619374; -1.4585798; -0.0073536; 32.8174377; -4.4856504
1377.6069136; 643.2442600; 1079.1711140; -1.4734903; -0.0075493; 32.5429983; -4.3801023
1379.6063431; 645.2342895; 1079.3500064; -1.4889401; -0.0079567; 32.2727644; -4.3182630
1381.6057726; 647.2293917; 1079.4974049; -1.5052895; -0.0083175; 32.0041122; -4.2558265
1383.6052021; 649.2258683; 1079.6116104; -1.5220728; -0.0084742; 31.7371194; -4.2161059
1385.6046316; 651.2238805; 1079.6919707; -1.5391703; -0.0086219; 31.4703851; -4.1832988
1387.6040610; 653.2233429; 1079.7378679; -1.5565740; -0.0087757; 31.2034728; -4.1592984
1389.6034905; 655.2228650; 1079.7486730; -1.5742591; -0.0089198; 30.9358088; -4.1434329
1391.6029200; 657.2231374; 1079.7238015; -1.5922416; -0.0090498; 30.6668431; -4.1210853
1393.6023495; 659.2210727; 1079.6627739; -1.6104733; -0.0092055; 30.3969674; -4.1104172
1395.6017790; 661.2186623; 1079.5649028; -1.6291054; -0.0094311; 30.1253821; -4.0895753
1397.6012085; 663.2145887; 1079.4293408; -1.6481776; -0.0096185; 29.8527220; -4.0609593
1399.6006379; 665.2050347; 1079.2556336; -1.6675771; -0.0098037; 29.5794829; -4.0268409
1401.6000674; 667.1943183; 1079.0426583; -1.6873973; -0.0100183; 29.3060239; -3.8677343
1403.5994969; 669.1792588; 1078.7897818; -1.7077298; -0.0103268; 29.0409455; -3.5916676
1405.5989264; 671.1548134; 1078.4965219; -1.7287231; -0.0106894; 28.7926022; -2.6906273
1407.5983559; 673.1269737; 1078.1605790; -1.7504229; -0.0110106; 28.6051482; -1.9467946
1409.5977854; 675.0918913; 1077.7811772; -1.7727232; -0.0112420; 28.4687468; -1.4918353
1411.5972148; 677.0440065; 1077.3585280; -1.7953627; -0.0114042; 28.3637781; -1.0835453
1413.5966443; 678.9872879; 1076.8912355; -1.8182223; -0.0114697; 28.2872933; -1.0458360
1415.5960738; 680.9221520; 1076.3786660; -1.8413799; -0.0116952; 28.2132737; -1.1305610
1417.5955033; 682.8404188; 1075.8221810; -1.8650018; -0.0119775; 28.1330386; -1.2655173
1419.5949328; 684.7446030; 1075.2200896; -1.8891464; -0.0121595; 28.0429534; -1.4345962
1421.5943622; 686.6357278; 1074.5714731; -1.9131503; -0.0118323; 27.9404811; -1.4319416
1423.5937917; 688.5104840; 1073.8784319; -1.9366143; -0.0117796; 27.8378223; -1.4300611
1425.5932212; 690.3693129; 1073.1410427; -1.9603430; -0.0119354; 27.7349191; -1.4308386
1427.5926507; 692.2097590; 1072.3596495; -1.9842821; -0.0120082; 27.6315765; -1.4350241
1429.5920802; 694.0305604; 1071.5344615; -2.0083605; -0.0120849; 27.5275418; -1.4386706
1431.5915097; 695.8314845; 1070.6652310; -2.0326141; -0.0121610; 27.4228467; -1.4242577
1433.5909391; 697.6106821; 1069.7524897; -2.0570022; -0.0122353; 27.3188051; -0.9328818
1435.5903686; 699.3668530; 1068.7966024; -2.0815291; -0.0123028; 27.2504431; -0.4846407
1437.5897981; 701.0995752; 1067.7974992; -2.1061166; -0.0122261; 27.2148607; -0.1804914
1439.5892276; 702.8065045; 1066.7568271; -2.1304629; -0.0121924; 27.2015970; -0.0274303
1441.5886571; 704.4874915; 1065.6748238; -2.1550109; -0.0123551; 27.1995807; -0.0212482
1443.5880866; 706.1408001; 1064.5519667; -2.1798143; -0.0124480; 27.1980187; 0.0447759
1445.5875160; 707.7652473; 1063.3886515; -2.2047777; -0.0126419; 27.2013102; 0.1485133
1447.5869455; 709.3617866; 1062.1831172; -2.2304343; -0.0130087; 27.2122244; 0.6173145
1449.5863750; 710.9221985; 1060.9396240; -2.2570508; -0.0135979; 27.2575441; 1.1169243
1451.5858045; 712.4494477; 1059.6538920; -2.2836507; -0.0125680; 27.3393514; 1.4901086
1453.5852340; 713.9496935; 1058.3250330; -2.3072227; -0.0111711; 27.4481123; 1.8388711
1455.5846635; 715.4154318; 1056.9664251; -2.3292459; -0.0108868; 27.5817377; 1.7151080
1457.5840929; 716.8530596; 1055.5753065; -2.3495293; -0.0089213; 27.7057888; 1.5788488
1459.5835224; 718.2688305; 1054.1553771; -2.3650855; -0.0070022; 27.8194954; 1.2747388
1461.5829519; 719.6614902; 1052.7177701; -2.3790854; -0.0070712; 27.9109625; 1.0319419
1463.5823814; 721.0351013; 1051.2565586; -2.3968009; -0.0116943; 27.9847890; 0.8828478
1465.5818109; 722.3623858; 1049.7768854; -2.4257217; -0.0162365; 28.0477949; 0.7325478
1467.5812404; 723.6491014; 1048.2481059; -2.4580610; -0.0158329; 28.0999672; 0.6287445
1469.5806698; 724.8838494; 1046.6868343; -2.4851765; -0.0111435; 28.1446694; 0.6123243
1471.5800993; 726.0914805; 1045.0871002; -2.5040406; -0.0091669; 28.1881360; 0.6075132
1473.5795288; 727.2687788; 1043.4651655; -2.5239150; -0.0107085; 28.2311950; 0.6958444
1475.5789583; 728.4080093; 1041.8240791; -2.5457399; -0.0110804; 28.2804342; 0.7827144
1477.5783878; 729.5120071; 1040.1561164; -2.5681040; -0.0111513; 28.3357181; 0.8825389
1479.5778172; 730.5787434; 1038.4636524; -2.5902487; -0.0110020; 28.3979237; 1.1142286
1481.5772467; 731.6072756; 1036.7492899; -2.6121358; -0.0108981; 28.4762658; 1.2433227
1483.5766762; 732.5983593; 1035.0126831; -2.6337782; -0.0106556; 28.5634309; 1.3953066
1485.5761057; 733.5522785; 1033.2553567; -2.6546155; -0.0101838; 28.6609354; 1.6195046
1487.5755352; 734.4698575; 1031.4794307; -2.6746852; -0.0099131; 28.7736927; 1.7327718
1489.5749647; 735.3522897; 1029.6852061; -2.6942523; -0.0096524; 28.8938488; 1.8696478
1491.5743941; 736.2000121; 1027.8741137; -2.7132802; -0.0093794; 29.0229385; 2.0778005
1493.5738236; 737.0134025; 1026.0479767; -2.7317338; -0.0090799; 29.1657297; 2.2103877
1495.5732531; 737.7937067; 1024.2069069; -2.7495835; -0.0087562; 29.3168692; 2.3892036
1497.5726826; 738.5416459; 1022.3525137; -2.7667269; -0.0083926; 29.4793641; 2.6681502
1499.5721121; 739.2583331; 1020.4860051; -2.7830846; -0.0079594; 29.6597785; 2.8472687
1501.5715416; 739.9452951; 1018.6081346; -2.7985514; -0.0074923; 29.8511020; 3.1050081
1503.5709710; 740.6040133; 1016.7203328; -2.8130112; -0.0069730; 30.0583562; 3.4241062
1505.5704005; 741.2364385; 1014.8233203; -2.8263994; -0.0064080; 30.2852653; 3.6257833
1507.5698300; 741.8444370; 1012.9185709; -2.8386366; -0.0058266; 30.5237005; 3.9174544
1509.5692595; 742.4302049; 1011.0068904; -2.8496848; -0.0052254; 30.7792404; 4.2055071
1511.5686890; 742.9960958; 1009.0887413; -2.8595413; -0.0046335; 31.0512297; 4.3901839
1513.5681185; 743.5440051; 1007.1660805; -2.8682199; -0.0040610; 31.3326442; 4.6389749
1515.5675479; 744.0763467; 1005.2387401; -2.8758189; -0.0035397; 31.6272857; 4.8104989
1517.5669774; 744.5951323; 1003.3071639; -2.8824533; -0.0031225; 31.9299500; 4.9122548
1519.5664069; 745.1015752; 1001.3734176; -2.8883255; -0.0027908; 32.2360842; 4.9882887
1521.5658364; 745.5973272; 999.4361719; -2.8937498; -0.0026352; 32.5440100; 4.9611557
1523.5652659; 746.0829914; 997.4959315; -2.8988122; -0.0024042; 32.8473979; 4.9426143
1525.5646954; 746.5588502; 995.5553199; -2.9033699; -0.0022340; 33.1468907; 4.8627421
1527.5641248; 747.0261678; 993.6114840; -2.9080054; -0.0023997; 33.4389262; 4.7898162
1529.5635543; 747.4839554; 991.6661374; -2.9130329; -0.0026611; 33.7241098; 4.7516671
1531.5629838; 747.9316646; 989.7171903; -2.9186375; -0.0028989; 34.0046590; 4.6749567
1533.5624133; 748.3680735; 987.7660003; -2.9244807; -0.0029463; 34.2784382; 4.6084515
1535.5618428; 748.7928913; 985.8126689; -2.9304268; -0.0030052; 34.5461991; 4.5757272
1537.5612722; 749.2061415; 983.8559903; -2.9364927; -0.0030471; 34.8100209; 4.5088215
1539.5607017; 749.6073898; 981.8972953; -2.9425685; -0.0030308; 35.0680439; 4.4534192
1541.5601312; 749.9967078; 979.9366120; -2.9485589; -0.0029434; 35.3210461; 4.4273170
1543.5595607; 750.3746634; 977.9727244; -2.9543342; -0.0028407; 35.5707817; 4.3692177
1545.5589902; 750.7413222; 976.0073624; -2.9599494; -0.0027765; 35.8155329; 4.3211691
1547.5584197; 751.0971171; 974.0396987; -2.9654407; -0.0027190; 36.0559585; 4.2984466
1549.5578491; 751.4423065; 972.0695415; -2.9708223; -0.0026078; 36.2935397; 4.2441494
1551.5572786; 751.7772500; 970.0981753; -2.9756355; -0.0022074; 36.5266037; 4.2063040
1553.5567081; 752.1034537; 968.1252496; -2.9797629; -0.0019738; 36.7561314; 4.1856358
1555.5561376; 752.4217499; 966.1517639; -2.9835519; -0.0018185; 36.9831173; 4.1295346
1557.5555671; 752.7329610; 964.1765108; -2.9870447; -0.0016750; 37.2057037; 4.0939236
1559.5549966; 753.0375472; 962.2002430; -2.9902615; -0.0015482; 37.4250640; 4.0723291
1561.5544260; 753.3359328; 960.2235801; -2.9932386; -0.0014319; 37.6419989; 4.0166754
1563.5538555; 753.6287404; 958.2454704; -2.9959986; -0.0013284; 37.8547514; 3.9845596
1565.5532850; 753.9162833; 956.2666419; -2.9985551; -0.0012310; 38.0646278; 3.9635463
1567.5527145; 754.1988686; 954.2877154; -3.0009217; -0.0011306; 38.2722557; 3.9107358
1569.5521440; 754.4770983; 952.3075148; -3.0030279; -0.0009755; 38.4760190; 3.8813831
1571.5515735; 754.7513825; 950.3272033; -3.0048797; -0.0009136; 38.6771915; 3.8609214
1573.5510029; 755.0220488; 948.3463573; -3.0067026; -0.0009060; 38.8762706; 3.8088420
1575.5504324; 755.2891688; 946.3648465; -3.0084718; -0.0008638; 39.0716706; 3.7811078
1577.5498619; 755.5528709; 944.3828571; -3.0101519; -0.0008136; 39.2646859; 3.7614542
1579.5492914; 755.8133428; 942.4004882; -3.0117233; -0.0007589; 39.4557611; 3.7125654
1581.5487209; 756.0708069; 940.4176936; -3.0131926; -0.0007108; 39.6434497; 3.6866007
1583.5481504; 756.3254514; 938.4345422; -3.0145672; -0.0006653; 39.8289506; 3.6678203
1585.5475798; 756.5774550; 936.4510729; -3.0158538; -0.0006220; 40.0126530; 3.6210787
1587.5470093; 756.8269928; 934.4672650; -3.0170583; -0.0005828; 40.1931908; 3.5966260
1589.5464388; 757.0742174; 932.4831757; -3.0181855; -0.0005457; 40.3717102; 3.5786094
1591.5458683; 757.3192745; 930.4988356; -3.0192412; -0.0005105; 40.5485553; 3.5339039
1593.5452978; 757.5623075; 928.5142204; -3.0202298; -0.0004784; 40.7224376; 3.5108298
1595.5447272; 757.8034407; 926.5293818; -3.0211552; -0.0004480; 40.8944524; 3.4935365
1597.5441567; 758.0427938; 924.5443452; -3.0220216; -0.0004190; 41.0649047; 3.4507448
1599.5435862; 758.2804857; 922.5590834; -3.0228328; -0.0003924; 41.2325774; 3.4289261
1601.5430157; 758.5166187; 920.5736441; -3.0235915; -0.0003671; 41.3985172; 3.4123145
1603.5424452; 758.7512922; 918.5880482; -3.0243013; -0.0003430; 41.5629955; 3.3713172
1605.5418747; 758.9846058; 916.6022674; -3.0249647; -0.0003207; 41.7248609; 3.3506422
1607.5413041; 759.2166450; 914.6163457; -3.0255842; -0.0002993; 41.8851138; 3.3346713
1609.5407336; 759.4474937; 912.6303009; -3.0261620; -0.0002788; 42.0439965; 3.2953557
1611.5401631; 759.6772371; 910.6441043; -3.0267003; -0.0002596; 42.2004183; 3.2757240
1613.5395926; 759.9059484; 908.6577969; -3.0272006; -0.0002411; 42.3553357; 3.2603546
1615.5390221; 760.1337006; 906.6713939; -3.0276645; -0.0002230; 42.5089656; 3.2226156
1617.5384516; 760.3605691; 904.6848673; -3.0280931; -0.0002057; 42.6602736; 3.2039371
1619.5378810; 760.5866194; 902.6982556; -3.0284874; -0.0001887; 42.8101745; 3.1891322
1621.5373105; 760.8119186; 900.7115720; -3.0288479; -0.0001719; 42.9588632; 3.1528716
1623.5367400; 761.0365372; 898.7247903; -3.0291748; -0.0001552; 43.1053572; 3.1350650
1625.5361695; 761.2605387; 896.7379468; -3.0294682; -0.0001383; 43.2505318; 3.1207892
1627.5355990; 761.4839895; 894.7510537; -3.0297277; -0.0001212; 43.3945630; 3.0859126
1629.5350285; 761.7069615; 892.7640871; -3.0299522; -0.0001035; 43.5365160; 3.0689018
1631.5344579; 761.9295218; 890.7770818; -3.0301410; -0.0000851; 43.6772290; 3.0551190
1633.5338874; 762.1517428; 888.7900500; -3.0302923; -0.0000662; 43.8168611; 3.0215307
1635.5333169; 762.3737036; 886.8029708; -3.0304044; -0.0000459; 43.9545219; 3.0052406
1637.5327464; 762.5954813; 884.8158783; -3.0304754; -0.0000247; 44.0910141; 2.9919109
1639.5321759; 762.8171598; 882.8287850; -3.0305029; -0.0000026; 44.2264825; 2.9595075
1641.5316054; 763.0388307; 880.8416742; -3.0304844; 0.0000211; 44.3600768; 2.9438612
1643.5310348; 763.2605851; 878.8545792; -3.0304178; 0.0000459; 44.4925668; 2.9309392
1645.5304643; 763.4825208; 876.8675137; -3.0303006; 0.0000715; 44.6240844; 2.8996119
1647.5298938; 763.7047429; 874.8804657; -3.0301307; 0.0000984; 44.7538160; 2.8845357
1649.5293233; 763.9273556; 872.8934660; -3.0299067; 0.0001257; 44.8825010; 2.8719769
1651.5287528; 764.1504669; 870.9065317; -3.0296278; 0.0001533; 45.0102603; 2.8416343
1653.5281822; 764.3741887; 868.9196548; -3.0292932; 0.0001814; 45.1363138; 2.8270520
1655.5276117; 764.5986299; 866.9328597; -3.0289055; 0.0002041; 45.2613721; 2.8148078
1657.5270412; 764.8238806; 864.9461609; -3.0284791; 0.0002228; 45.3855465; 2.7853774
1659.5264707; 765.0500229; 862.9595295; -3.0280101; 0.0002463; 45.5080889; 2.7714049
1661.5259002; 765.2771430; 860.9730127; -3.0274945; 0.0002690; 45.6296901; 2.7595832
1663.5253297; 765.5053220; 858.9867010; -3.0269348; 0.0002901; 45.7504514; 2.7312607
1665.5247591; 765.7346562; 857.0004183; -3.0263483; 0.0002966; 45.8696602; 2.3506274
1667.5241886; 765.9651626; 855.0143133; -3.0257514; 0.0002982; 45.9720084; 1.9510247
1669.5236181; 766.1968452; 853.0284082; -3.0251578; 0.0002952; 46.0567848; 0.3606012
1671.5230476; 766.4297075; 851.0425336; -3.0245786; 0.0002841; 46.0724367; -0.9558171
1673.5224771; 766.6636920; 849.0568331; -3.0240240; 0.0002690; 46.0309379; -2.1574426
1675.5219066; 766.8987360; 847.0713272; -3.0235044; 0.0002504; 45.9371302; -4.7261218
1677.5213360; 767.1347840; 845.0858252; -3.0230282; 0.0002260; 45.7309615; -6.2690462
1679.5207655; 767.3717233; 843.1004737; -3.0226024; 0.0001987; 45.4560426; -7.6132857
1681.5201950; 767.6094420; 841.1152906; -3.0222347; 0.0001690; 45.1199219; -9.9597322
1683.5196245; 767.8478449; 839.1300667; -3.0219286; 0.0001372; 44.6763896; -10.9815787
1685.5190540; 768.0867864; 837.1449542; -3.0216869; 0.0001041; 44.1821910; -11.7943192
1687.5184835; 768.3261315; 835.1599707; -3.0215126; 0.0000706; 43.6451851; -12.6470724
1689.5179129; 768.5657763; 833.1748946; -3.0213980; 0.0000440; 43.0619127; -12.5684827
1691.5173424; 768.8055918; 831.1898856; -3.0213322; 0.0000252; 42.4743303; -12.4753133
1693.5167719; 769.0454977; 829.2049738; -3.0212947; 0.0000127; 41.8829526; -12.4353100
1695.5162014; 769.2854724; 827.2199433; -3.0212762; 0.0000057; 41.2850417; -12.3437466
1697.5156309; 769.5254677; 825.2349383; -3.0212699; 0.0000022; 40.6828436; -12.2392689
1699.5150604; 769.7654579; 823.2500515; -3.0212660; 0.0000049; 40.0768094; -12.2055495
1701.5144898; 770.0055042; 821.2650755; -3.0212094; 0.0000517; 39.4631775; -12.1152340
1703.5139193; 770.2457208; 819.2803220; -3.0210871; 0.0000503; 38.8445011; -12.0089260
1705.5133488; 770.4861691; 817.2952932; -3.0210232; 0.0000153; 38.2213719; -11.9765097
1707.5127783; 770.7266557; 815.3105556; -3.0210066; 0.0000013; 37.5896381; -11.8550847
1709.5122078; 770.9671526; 813.3256705; -3.0210503; -0.0000681; 36.9536748; -11.6987298
1711.5116372; 771.2074027; 811.3405209; -3.0212969; -0.0001965; 36.3151829; -11.3939622
1713.5110667; 771.4467082; 809.3556324; -3.0220337; -0.0005404; 35.6823439; -10.8868145
1715.5104962; 771.6838399; 807.3703568; -3.0235721; -0.0010803; 35.0670048; -10.3969453
1717.5099257; 771.9166958; 805.3843238; -3.0264140; -0.0017866; 34.4691008; -9.2825212
1719.5093552; 772.1422435; 803.3978360; -3.0309935; -0.0027941; 33.9263823; -8.3759193
1721.5087847; 772.3566915; 801.4100142; -3.0376142; -0.0038498; 33.4291085; -7.6215442
1723.5082141; 772.5558585; 799.4203024; -3.0464008; -0.0049243; 32.9701049; -6.4687896
1725.5076436; 772.7354824; 797.4292257; -3.0571408; -0.0058192; 32.5754515; -5.9832214
1727.5070731; 772.8919738; 795.4360844; -3.0695793; -0.0065583; 32.2061172; -5.5882366
1729.5065026; 773.0223638; 793.4405541; -3.0833157; -0.0071690; 31.8572976; -5.1851385
